Algorithm,Domain,Num. Of Traces,Threshold,Epsilon,Fold,Unobserved_actions,precision_effect,precision_precondition,recall_effect,recall_precondition
rosame,rover,400,0.4,0.8,0,0,0.75,0.44,0.58,0.6
sam_with,rover,4000,0.4,0.8,1,5,0.89,0.25,0.28,0.83
sam_without,rover,400,0.4,0.8,1,5,0.72,0.2,0.33,0.83
rosame,rover,400,0.4,0.8,1,0,0.33,0.3,0.28,0.44
sam_with,rover,4000,0.4,0.8,2,6,1.0,0.21,0.22,0.82
sam_without,rover,400,0.4,0.8,2,6,0.83,0.19,0.28,0.85
rosame,rover,400,0.4,0.8,2,0,0.36,0.43,0.36,0.61
sam_with,rover,4000,0.4,0.8,3,5,0.89,0.24,0.22,0.8
sam_without,rover,400,0.4,0.8,3,5,0.74,0.21,0.33,0.83
rosame,rover,400,0.4,0.8,3,0,0.35,0.37,0.31,0.55
sam_with,rover,4000,0.4,0.8,4,6,1.0,0.21,0.22,0.82
sam_without,rover,400,0.4,0.8,4,6,0.83,0.19,0.28,0.85
rosame,rover,400,0.4,0.8,4,0,0.37,0.38,0.39,0.62
sam_with,rover,4000,0.4,1.0,0,1,0.67,0.24,0.35,0.45
sam_without,rover,400,0.4,1.0,0,1,0.56,0.23,0.54,0.5
rosame,rover,400,0.4,1.0,0,0,0.36,0.28,0.36,0.4
sam_with,rover,4000,0.4,1.0,1,5,0.56,0.11,0.0,0.72
sam_without,rover,400,0.4,1.0,1,5,0.72,0.13,0.33,0.76
rosame,rover,400,0.4,1.0,1,0,0.24,0.22,0.22,0.29
sam_with,rover,4000,0.4,1.0,2,6,0.89,0.11,0.17,0.75
sam_without,rover,400,0.4,1.0,2,6,0.83,0.11,0.28,0.78
rosame,rover,400,0.4,1.0,2,0,0.24,0.27,0.22,0.4
sam_with,rover,4000,0.4,1.0,3,5,0.78,0.13,0.17,0.74
sam_without,rover,400,0.4,1.0,3,5,0.74,0.14,0.33,0.76
rosame,rover,400,0.4,1.0,3,0,0.22,0.31,0.17,0.49
sam_with,rover,4000,0.4,1.0,4,6,0.89,0.11,0.17,0.75
sam_without,rover,400,0.4,1.0,4,6,0.83,0.11,0.28,0.78
rosame,rover,400,0.4,1.0,4,0,0.23,0.33,0.19,0.4
sam_with,rover,4000,0.5,0.2,0,1,1.0,0.55,0.71,0.9
sam_without,rover,400,0.5,0.2,0,1,1.0,0.55,0.71,0.9
rosame,rover,400,0.5,0.2,0,0,0.67,0.51,0.67,0.9
sam_with,rover,4000,0.5,0.2,1,5,1.0,0.23,0.36,1.0
sam_without,rover,400,0.5,0.2,1,5,1.0,0.23,0.36,1.0
rosame,rover,400,0.5,0.2,1,0,0.37,0.32,0.39,0.81
sam_with,rover,4000,0.5,0.2,2,6,1.0,0.17,0.28,1.0
sam_without,rover,400,0.5,0.2,2,6,1.0,0.17,0.28,1.0
rosame,rover,400,0.5,0.2,2,0,0.37,0.32,0.39,0.81
sam_with,rover,4000,0.5,0.2,3,5,1.0,0.22,0.36,1.0
sam_without,rover,400,0.5,0.2,3,5,1.0,0.22,0.36,1.0
rosame,rover,400,0.5,0.2,3,0,0.33,0.32,0.28,0.81
sam_with,rover,4000,0.5,0.2,4,6,1.0,0.17,0.28,1.0
sam_without,rover,400,0.5,0.2,4,6,1.0,0.17,0.28,1.0
rosame,rover,400,0.5,0.2,4,0,0.37,0.28,0.39,0.67
sam_with,rover,4000,0.5,0.4,0,1,1.0,0.55,0.71,0.9
sam_without,rover,400,0.5,0.4,0,1,1.0,0.55,0.71,0.9
rosame,rover,400,0.5,0.4,0,0,0.78,0.48,0.69,0.9
sam_with,rover,4000,0.5,0.4,1,5,1.0,0.23,0.36,1.0
sam_without,rover,400,0.5,0.4,1,5,1.0,0.23,0.36,1.0
rosame,rover,400,0.5,0.4,1,0,0.35,0.27,0.33,0.67
sam_with,rover,4000,0.5,0.4,2,6,1.0,0.17,0.28,1.0
sam_without,rover,400,0.5,0.4,2,6,1.0,0.17,0.28,1.0
rosame,rover,400,0.5,0.4,2,0,0.35,0.34,0.33,0.84
sam_with,rover,4000,0.5,0.4,3,5,1.0,0.22,0.36,1.0
sam_without,rover,400,0.5,0.4,3,5,1.0,0.22,0.36,1.0
rosame,rover,400,0.5,0.4,3,0,0.36,0.34,0.33,0.82
sam_with,rover,4000,0.5,0.4,4,6,1.0,0.17,0.28,1.0
sam_without,rover,400,0.5,0.4,4,6,1.0,0.17,0.28,1.0
rosame,rover,400,0.5,0.4,4,0,0.34,0.35,0.31,0.9
sam_with,rover,4000,0.5,0.6,0,1,1.0,0.55,0.71,0.71
sam_without,rover,400,0.5,0.6,0,1,0.89,0.52,0.71,0.71
rosame,rover,400,0.5,0.6,0,0,0.78,0.56,0.69,0.83
sam_with,rover,4000,0.5,0.6,1,5,0.89,0.21,0.28,0.85
sam_without,rover,400,0.5,0.6,1,5,0.8,0.19,0.33,0.85
rosame,rover,400,0.5,0.6,1,0,0.35,0.34,0.33,0.75
sam_with,rover,4000,0.5,0.6,2,6,1.0,0.18,0.28,0.85
sam_without,rover,400,0.5,0.6,2,6,0.94,0.17,0.28,0.85
rosame,rover,400,0.5,0.6,2,0,0.37,0.3,0.39,0.65
sam_with,rover,4000,0.5,0.6,3,5,0.89,0.22,0.28,0.85
sam_without,rover,400,0.5,0.6,3,5,0.83,0.21,0.33,0.85
rosame,rover,400,0.5,0.6,3,0,0.37,0.37,0.39,0.84
sam_with,rover,4000,0.5,0.6,4,6,1.0,0.18,0.28,0.85
sam_without,rover,400,0.5,0.6,4,6,0.94,0.17,0.28,0.85
rosame,rover,400,0.5,0.6,4,0,0.35,0.32,0.33,0.7
sam_with,rover,4000,0.5,0.8,0,1,0.97,0.57,0.68,0.56
sam_without,rover,400,0.5,0.8,0,1,0.68,0.46,0.71,0.56
rosame,rover,400,0.5,0.8,0,0,0.74,0.41,0.44,0.55
sam_with,rover,4000,0.5,0.8,1,5,0.67,0.26,0.11,0.74
sam_without,rover,400,0.5,0.8,1,5,0.72,0.2,0.33,0.76
rosame,rover,400,0.5,0.8,1,0,0.37,0.33,0.39,0.51
sam_with,rover,4000,0.5,0.8,2,6,1.0,0.24,0.28,0.78
sam_without,rover,400,0.5,0.8,2,6,0.83,0.19,0.28,0.78
rosame,rover,400,0.5,0.8,2,0,0.39,0.37,0.31,0.7
sam_with,rover,4000,0.5,0.8,3,5,0.89,0.28,0.28,0.76
sam_without,rover,400,0.5,0.8,3,5,0.74,0.22,0.33,0.76
rosame,rover,400,0.5,0.8,3,0,0.35,0.38,0.33,0.65
sam_with,rover,4000,0.5,0.8,4,6,1.0,0.24,0.28,0.78
sam_without,rover,400,0.5,0.8,4,6,0.83,0.19,0.28,0.78
rosame,rover,400,0.5,0.8,4,0,0.37,0.34,0.42,0.57
sam_with,rover,4000,0.5,1.0,0,1,0.61,0.39,0.27,0.42
sam_without,rover,400,0.5,1.0,0,1,0.57,0.36,0.57,0.47
rosame,rover,400,0.5,1.0,0,0,0.33,0.29,0.31,0.38
sam_with,rover,4000,0.5,1.0,1,5,0.56,0.2,0.0,0.7
sam_without,rover,400,0.5,1.0,1,5,0.72,0.2,0.33,0.74
rosame,rover,400,0.5,1.0,1,0,0.28,0.29,0.31,0.46
sam_with,rover,4000,0.5,1.0,2,6,0.89,0.19,0.17,0.75
sam_without,rover,400,0.5,1.0,2,6,0.83,0.19,0.28,0.78
rosame,rover,400,0.5,1.0,2,0,0.27,0.29,0.31,0.44
sam_with,rover,4000,0.5,1.0,3,5,0.78,0.22,0.17,0.72
sam_without,rover,400,0.5,1.0,3,5,0.74,0.22,0.33,0.74
rosame,rover,400,0.5,1.0,3,0,0.27,0.32,0.33,0.49
sam_with,rover,4000,0.5,1.0,4,6,0.89,0.19,0.17,0.75
sam_without,rover,400,0.5,1.0,4,6,0.83,0.19,0.28,0.78
rosame,rover,400,0.5,1.0,4,0,0.24,0.25,0.22,0.35
sam_with,depot,100,0.1,0.2,0,2,1.0,0.57,0.37,1.0
sam_without,depot,10,0.1,0.2,0,2,1.0,0.57,0.5,1.0
rosame,depot,10,0.1,0.2,0,0,0.7,0.67,0.87,0.8
sam_with,depot,100,0.1,0.2,1,2,1.0,0.47,0.37,1.0
sam_without,depot,10,0.1,0.2,1,2,1.0,0.47,0.5,1.0
rosame,depot,10,0.1,0.2,1,0,0.65,0.75,0.73,1.0
sam_with,depot,100,0.1,0.2,2,2,1.0,0.57,0.43,1.0
sam_without,depot,10,0.1,0.2,2,2,1.0,0.57,0.5,1.0
rosame,depot,10,0.1,0.2,2,0,0.66,0.74,0.73,0.85
sam_with,depot,100,0.1,0.2,3,2,1.0,0.57,0.33,1.0
sam_without,depot,10,0.1,0.2,3,2,1.0,0.57,0.53,1.0
rosame,depot,10,0.1,0.2,3,0,0.65,0.74,0.73,1.0
sam_with,depot,100,0.1,0.2,4,2,1.0,0.53,0.47,1.0
sam_without,depot,10,0.1,0.2,4,2,1.0,0.53,0.57,1.0
rosame,depot,10,0.1,0.2,4,0,0.6,0.77,0.6,0.93
sam_with,depot,100,0.1,0.4,0,2,1.0,0.5,0.23,1.0
sam_without,depot,10,0.1,0.4,0,2,1.0,0.5,0.37,1.0
rosame,depot,10,0.1,0.4,0,0,0.65,0.57,0.73,0.6
sam_with,depot,100,0.1,0.4,1,2,1.0,0.43,0.3,1.0
sam_without,depot,10,0.1,0.4,1,2,1.0,0.43,0.43,1.0
rosame,depot,10,0.1,0.4,1,0,0.68,0.57,0.8,0.6
sam_with,depot,100,0.1,0.4,2,3,1.0,0.3,0.17,1.0
sam_without,depot,10,0.1,0.4,2,3,1.0,0.3,0.27,1.0
rosame,depot,10,0.1,0.4,2,0,0.6,0.57,0.6,0.6
sam_with,depot,100,0.1,0.4,3,3,1.0,0.3,0.17,1.0
sam_without,depot,10,0.1,0.4,3,3,1.0,0.3,0.2,1.0
rosame,depot,10,0.1,0.4,3,0,0.62,0.64,0.67,0.8
sam_with,depot,100,0.1,0.4,4,2,1.0,0.48,0.23,1.0
sam_without,depot,10,0.1,0.4,4,2,1.0,0.48,0.4,1.0
rosame,depot,10,0.1,0.4,4,0,0.65,0.74,0.73,1.0
sam_with,depot,100,0.1,0.6,0,3,1.0,0.26,0.07,1.0
sam_without,depot,10,0.1,0.6,0,3,1.0,0.26,0.17,1.0
rosame,depot,10,0.1,0.6,0,0,0.65,0.53,0.8,0.6
sam_with,depot,100,0.1,0.6,1,3,1.0,0.28,0.1,1.0
sam_without,depot,10,0.1,0.6,1,3,1.0,0.28,0.2,1.0
rosame,depot,10,0.1,0.6,1,0,0.6,0.57,0.6,0.55
sam_with,depot,100,0.1,0.6,2,3,1.0,0.28,0.1,1.0
sam_without,depot,10,0.1,0.6,2,3,1.0,0.28,0.2,1.0
rosame,depot,10,0.1,0.6,2,0,0.57,0.68,0.6,0.71
sam_with,depot,100,0.1,0.6,3,3,1.0,0.26,0.1,1.0
sam_without,depot,10,0.1,0.6,3,3,1.0,0.26,0.1,1.0
rosame,depot,10,0.1,0.6,3,0,0.6,0.64,0.7,0.76
sam_with,depot,100,0.1,0.6,4,3,1.0,0.28,0.1,1.0
sam_without,depot,10,0.1,0.6,4,3,1.0,0.28,0.13,1.0
rosame,depot,10,0.1,0.6,4,0,0.6,0.67,0.73,0.75
sam_with,depot,100,0.1,0.8,0,3,1.0,0.24,0.07,1.0
sam_without,depot,10,0.1,0.8,0,3,1.0,0.24,0.07,1.0
rosame,depot,10,0.1,0.8,0,0,0.48,0.63,0.57,0.53
sam_with,depot,100,0.1,0.8,1,3,1.0,0.26,0.07,1.0
sam_without,depot,10,0.1,0.8,1,3,1.0,0.26,0.1,1.0
rosame,depot,10,0.1,0.8,1,0,0.47,0.42,0.5,0.4
sam_with,depot,100,0.1,0.8,2,3,1.0,0.26,0.1,1.0
sam_without,depot,10,0.1,0.8,2,3,1.0,0.26,0.1,1.0
rosame,depot,10,0.1,0.8,2,0,0.49,0.47,0.53,0.45
sam_with,depot,100,0.1,0.8,3,3,1.0,0.24,0.07,1.0
sam_without,depot,10,0.1,0.8,3,3,1.0,0.24,0.07,1.0
rosame,depot,10,0.1,0.8,3,0,0.62,0.81,0.67,0.59
sam_with,depot,100,0.1,0.8,4,3,1.0,0.26,0.07,1.0
sam_without,depot,10,0.1,0.8,4,3,1.0,0.26,0.07,1.0
rosame,depot,10,0.1,0.8,4,0,0.53,0.55,0.57,0.64
sam_with,depot,100,0.1,1.0,0,3,0.6,0.14,0.0,0.73
sam_without,depot,10,0.1,1.0,0,3,0.65,0.12,0.03,0.73
rosame,depot,10,0.1,1.0,0,0,0.29,0.2,0.33,0.25
sam_with,depot,100,0.1,1.0,1,2,0.4,0.22,0.0,0.71
sam_without,depot,10,0.1,1.0,1,2,0.4,0.22,0.0,0.71
rosame,depot,10,0.1,1.0,1,0,0.17,0.28,0.2,0.34
sam_with,depot,100,0.1,1.0,2,3,0.6,0.23,0.0,0.95
sam_without,depot,10,0.1,1.0,2,3,0.7,0.21,0.03,0.95
rosame,depot,10,0.1,1.0,2,0,0.3,0.43,0.33,0.26
sam_with,depot,100,0.1,1.0,3,3,0.8,0.25,0.07,0.91
sam_without,depot,10,0.1,1.0,3,3,0.77,0.25,0.07,0.91
rosame,depot,10,0.1,1.0,3,0,0.12,0.1,0.17,0.04
sam_with,depot,100,0.1,1.0,4,4,0.8,0.11,0.0,0.96
sam_without,depot,10,0.1,1.0,4,4,0.85,0.11,0.03,0.96
rosame,depot,10,0.1,1.0,4,0,0.42,0.32,0.5,0.35
sam_with,depot,100,0.2,0.2,0,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.2,0.2,0,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.2,0.2,0,0,0.72,0.72,0.8,0.85
sam_with,depot,100,0.2,0.2,1,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.2,0.2,1,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.2,0.2,1,0,0.68,0.73,0.8,0.87
sam_with,depot,100,0.2,0.2,2,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.2,0.2,2,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.2,0.2,2,0,0.6,0.8,0.67,0.67
sam_with,depot,100,0.2,0.2,3,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.2,0.2,3,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.2,0.2,3,0,0.65,0.65,0.73,0.75
sam_with,depot,100,0.2,0.2,4,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.2,0.2,4,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.2,0.2,4,0,0.62,0.67,0.73,0.8
sam_with,depot,100,0.2,0.4,0,2,1.0,0.57,0.37,1.0
sam_without,depot,10,0.2,0.4,0,2,1.0,0.57,0.5,1.0
rosame,depot,10,0.2,0.4,0,0,0.6,0.64,0.67,0.8
sam_with,depot,100,0.2,0.4,1,2,1.0,0.47,0.37,1.0
sam_without,depot,10,0.2,0.4,1,2,1.0,0.47,0.5,1.0
rosame,depot,10,0.2,0.4,1,0,0.62,0.63,0.73,0.75
sam_with,depot,100,0.2,0.4,2,2,1.0,0.57,0.43,1.0
sam_without,depot,10,0.2,0.4,2,2,1.0,0.57,0.5,1.0
rosame,depot,10,0.2,0.4,2,0,0.6,0.67,0.73,0.7
sam_with,depot,100,0.2,0.4,3,2,1.0,0.57,0.33,1.0
sam_without,depot,10,0.2,0.4,3,2,1.0,0.57,0.53,1.0
rosame,depot,10,0.2,0.4,3,0,0.62,0.64,0.67,0.8
sam_with,depot,100,0.2,0.4,4,2,1.0,0.53,0.47,1.0
sam_without,depot,10,0.2,0.4,4,2,1.0,0.53,0.57,1.0
rosame,depot,10,0.2,0.4,4,0,0.57,0.69,0.6,0.85
sam_with,depot,100,0.2,0.6,0,2,1.0,0.53,0.27,1.0
sam_without,depot,10,0.2,0.6,0,2,1.0,0.53,0.47,1.0
rosame,depot,10,0.2,0.6,0,0,0.68,0.67,0.87,0.75
sam_with,depot,100,0.2,0.6,1,2,1.0,0.43,0.33,1.0
sam_without,depot,10,0.2,0.6,1,2,1.0,0.43,0.43,1.0
rosame,depot,10,0.2,0.6,1,0,0.65,0.64,0.73,0.75
sam_with,depot,100,0.2,0.6,2,3,1.0,0.33,0.2,1.0
sam_without,depot,10,0.2,0.6,2,3,1.0,0.33,0.33,1.0
rosame,depot,10,0.2,0.6,2,0,0.57,0.78,0.67,0.95
sam_with,depot,100,0.2,0.6,3,3,1.0,0.37,0.23,1.0
sam_without,depot,10,0.2,0.6,3,3,1.0,0.37,0.27,1.0
rosame,depot,10,0.2,0.6,3,0,0.57,0.6,0.57,0.56
sam_with,depot,100,0.2,0.6,4,2,1.0,0.48,0.23,1.0
sam_without,depot,10,0.2,0.6,4,2,1.0,0.48,0.47,1.0
rosame,depot,10,0.2,0.6,4,0,0.65,0.74,0.73,0.95
sam_with,depot,100,0.2,0.8,0,2,1.0,0.5,0.23,1.0
sam_without,depot,10,0.2,0.8,0,2,1.0,0.5,0.37,1.0
rosame,depot,10,0.2,0.8,0,0,0.46,0.61,0.5,0.56
sam_with,depot,100,0.2,0.8,1,2,1.0,0.43,0.3,1.0
sam_without,depot,10,0.2,0.8,1,2,1.0,0.43,0.43,1.0
rosame,depot,10,0.2,0.8,1,0,0.44,0.32,0.57,0.27
sam_with,depot,100,0.2,0.8,2,3,1.0,0.3,0.17,1.0
sam_without,depot,10,0.2,0.8,2,3,1.0,0.3,0.27,1.0
rosame,depot,10,0.2,0.8,2,0,0.52,0.5,0.6,0.41
sam_with,depot,100,0.2,0.8,3,3,1.0,0.3,0.17,1.0
sam_without,depot,10,0.2,0.8,3,3,1.0,0.3,0.2,1.0
rosame,depot,10,0.2,0.8,3,0,0.49,0.78,0.53,0.69
sam_with,depot,100,0.2,0.8,4,2,1.0,0.48,0.23,1.0
sam_without,depot,10,0.2,0.8,4,2,1.0,0.48,0.4,1.0
rosame,depot,10,0.2,0.8,4,0,0.53,0.68,0.5,0.91
sam_with,depot,100,0.2,1.0,0,3,0.64,0.05,0.03,0.65
sam_without,depot,10,0.2,1.0,0,3,0.78,0.19,0.2,0.79
rosame,depot,10,0.2,1.0,0,0,0.33,0.17,0.4,0.25
sam_with,depot,100,0.2,1.0,1,2,0.4,0.2,0.0,0.58
sam_without,depot,10,0.2,1.0,1,2,0.62,0.19,0.23,0.62
rosame,depot,10,0.2,1.0,1,0,0.19,0.27,0.27,0.34
sam_with,depot,100,0.2,1.0,2,3,0.9,0.27,0.1,0.81
sam_without,depot,10,0.2,1.0,2,3,0.84,0.22,0.27,0.85
rosame,depot,10,0.2,1.0,2,0,0.3,0.3,0.33,0.13
sam_with,depot,100,0.2,1.0,3,3,0.8,0.28,0.1,0.78
sam_without,depot,10,0.2,1.0,3,3,0.79,0.29,0.17,0.83
rosame,depot,10,0.2,1.0,3,0,0.17,0.28,0.3,0.44
sam_with,depot,100,0.2,1.0,4,3,0.8,0.22,0.1,0.87
sam_without,depot,10,0.2,1.0,4,3,0.87,0.23,0.17,0.91
rosame,depot,10,0.2,1.0,4,0,0.41,0.49,0.47,0.75
sam_with,depot,100,0.3,0.2,0,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.3,0.2,0,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.3,0.2,0,0,0.6,0.64,0.6,0.8
sam_with,depot,100,0.3,0.2,1,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.3,0.2,1,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.3,0.2,1,0,0.66,0.74,0.73,0.95
sam_with,depot,100,0.3,0.2,2,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.3,0.2,2,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.3,0.2,2,0,0.57,0.7,0.67,0.6
sam_with,depot,100,0.3,0.2,3,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.3,0.2,3,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.3,0.2,3,0,0.62,0.57,0.67,0.6
sam_with,depot,100,0.3,0.2,4,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.3,0.2,4,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.3,0.2,4,0,0.6,0.67,0.6,0.8
sam_with,depot,100,0.3,0.4,0,2,1.0,0.57,0.57,1.0
sam_without,depot,10,0.3,0.4,0,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.3,0.4,0,0,0.66,0.74,0.73,1.0
sam_with,depot,100,0.3,0.4,1,2,1.0,0.57,0.43,1.0
sam_without,depot,10,0.3,0.4,1,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.3,0.4,1,0,0.6,0.74,0.6,1.0
sam_with,depot,100,0.3,0.4,2,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.3,0.4,2,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.3,0.4,2,0,0.68,0.64,0.73,0.8
sam_with,depot,100,0.3,0.4,3,2,1.0,0.57,0.5,1.0
sam_without,depot,10,0.3,0.4,3,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.3,0.4,3,0,0.7,0.8,0.8,1.0
sam_with,depot,100,0.3,0.4,4,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.3,0.4,4,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.3,0.4,4,0,0.6,0.57,0.67,0.6
sam_with,depot,100,0.3,0.6,0,2,1.0,0.57,0.37,1.0
sam_without,depot,10,0.3,0.6,0,2,1.0,0.57,0.5,1.0
rosame,depot,10,0.3,0.6,0,0,0.6,0.84,0.67,0.8
sam_with,depot,100,0.3,0.6,1,2,1.0,0.47,0.37,1.0
sam_without,depot,10,0.3,0.6,1,2,1.0,0.47,0.5,1.0
rosame,depot,10,0.3,0.6,1,0,0.6,0.67,0.6,0.7
sam_with,depot,100,0.3,0.6,2,2,1.0,0.57,0.43,1.0
sam_without,depot,10,0.3,0.6,2,2,1.0,0.57,0.5,1.0
rosame,depot,10,0.3,0.6,2,0,0.62,0.8,0.87,0.74
sam_with,depot,100,0.3,0.6,3,2,1.0,0.57,0.33,1.0
sam_without,depot,10,0.3,0.6,3,2,1.0,0.57,0.53,1.0
rosame,depot,10,0.3,0.6,3,0,0.64,0.6,0.77,0.56
sam_with,depot,100,0.3,0.6,4,2,1.0,0.53,0.47,1.0
sam_without,depot,10,0.3,0.6,4,2,1.0,0.53,0.57,1.0
rosame,depot,10,0.3,0.6,4,0,0.62,0.65,0.73,0.7
sam_with,depot,100,0.3,0.8,0,2,1.0,0.5,0.27,0.69
sam_without,depot,10,0.3,0.8,0,2,0.85,0.48,0.5,0.91
rosame,depot,10,0.3,0.8,0,0,0.43,0.33,0.43,0.26
sam_with,depot,100,0.3,0.8,1,2,0.65,0.32,0.13,0.71
sam_without,depot,10,0.3,0.8,1,2,0.79,0.37,0.43,0.95
rosame,depot,10,0.3,0.8,1,0,0.43,0.47,0.63,0.41
sam_with,depot,100,0.3,0.8,2,3,1.0,0.33,0.23,0.9
sam_without,depot,10,0.3,0.8,2,3,0.94,0.27,0.37,0.9
rosame,depot,10,0.3,0.8,2,0,0.52,0.4,0.6,0.25
sam_with,depot,100,0.3,0.8,3,3,0.93,0.4,0.2,0.81
sam_without,depot,10,0.3,0.8,3,3,0.88,0.4,0.27,0.91
rosame,depot,10,0.3,0.8,3,0,0.53,0.73,0.53,0.39
sam_with,depot,100,0.3,0.8,4,2,0.8,0.48,0.2,0.91
sam_without,depot,10,0.3,0.8,4,2,0.93,0.46,0.47,0.95
rosame,depot,10,0.3,0.8,4,0,0.56,0.51,0.57,0.51
sam_with,depot,100,0.3,1.0,0,2,0.7,0.07,0.13,0.45
sam_without,depot,10,0.3,1.0,0,2,0.68,0.22,0.4,0.67
rosame,depot,10,0.3,1.0,0,0,0.27,0.17,0.27,0.25
sam_with,depot,100,0.3,1.0,1,2,0.55,0.08,0.13,0.5
sam_without,depot,10,0.3,1.0,1,2,0.68,0.3,0.43,0.82
rosame,depot,10,0.3,1.0,1,0,0.23,0.35,0.2,0.54
sam_with,depot,100,0.3,1.0,2,2,0.63,0.27,0.13,0.49
sam_without,depot,10,0.3,1.0,2,2,0.61,0.2,0.27,0.57
rosame,depot,10,0.3,1.0,2,0,0.29,0.38,0.33,0.33
sam_with,depot,100,0.3,1.0,3,2,0.48,0.2,0.07,0.44
sam_without,depot,10,0.3,1.0,3,2,0.57,0.27,0.23,0.54
rosame,depot,10,0.3,1.0,3,0,0.15,0.17,0.23,0.24
sam_with,depot,100,0.3,1.0,4,2,0.6,0.32,0.1,0.75
sam_without,depot,10,0.3,1.0,4,2,0.81,0.34,0.43,0.87
rosame,depot,10,0.3,1.0,4,0,0.43,0.32,0.53,0.35
sam_with,depot,100,0.4,0.2,0,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.4,0.2,0,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.2,0,0,0.65,0.74,0.73,1.0
sam_with,depot,100,0.4,0.2,1,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.4,0.2,1,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.2,1,0,0.68,0.74,0.8,1.0
sam_with,depot,100,0.4,0.2,2,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.4,0.2,2,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.2,2,0,0.6,0.67,0.6,0.8
sam_with,depot,100,0.4,0.2,3,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.4,0.2,3,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.2,3,0,0.62,0.74,0.67,0.85
sam_with,depot,100,0.4,0.2,4,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.4,0.2,4,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.2,4,0,0.6,0.67,0.6,0.8
sam_with,depot,100,0.4,0.4,0,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.4,0.4,0,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.4,0,0,0.6,0.74,0.67,1.0
sam_with,depot,100,0.4,0.4,1,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.4,0.4,1,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.4,1,0,0.85,0.67,0.8,0.8
sam_with,depot,100,0.4,0.4,2,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.4,0.4,2,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.4,2,0,0.65,0.67,0.73,0.8
sam_with,depot,100,0.4,0.4,3,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.4,0.4,3,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.4,3,0,0.6,0.74,0.6,0.95
sam_with,depot,100,0.4,0.4,4,2,1.0,0.57,0.6,1.0
sam_without,depot,10,0.4,0.4,4,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.4,4,0,0.7,0.77,0.67,0.93
sam_with,depot,100,0.4,0.6,0,2,1.0,0.57,0.47,1.0
sam_without,depot,10,0.4,0.6,0,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.6,0,0,0.52,0.57,0.6,0.75
sam_with,depot,100,0.4,0.6,1,2,1.0,0.57,0.53,1.0
sam_without,depot,10,0.4,0.6,1,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.6,1,0,0.6,0.64,0.67,0.75
sam_with,depot,100,0.4,0.6,2,2,1.0,0.57,0.5,1.0
sam_without,depot,10,0.4,0.6,2,2,1.0,0.57,0.6,1.0
rosame,depot,10,0.4,0.6,2,0,0.68,0.7,0.8,0.6
sam_with,depot,100,0.4,0.6,3,2,1.0,0.57,0.4,1.0
